id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
991933e53566f58cc80730774d1ce924,wroclaw,blockOfFlats,60.8,3.0,3.0,10.0,1982.0,51.12358,16.9655,4.71,11.0,0.317,1.408,0.794,0.042,0.354,1.252,0.389,cooperative,concreteSlab,low,no,no,yes,no,yes,700000
afc3c6c768e4c6fd9d14d6b2e9e8fdb2,warszawa,blockOfFlats,80.0,4.0,1.0,2.0,1995.0,52.24332161,20.92389965,5.58,4.0,0.452,0.728,0.546,0.112,0.667,1.152,0.424,condominium,brick,,no,no,no,no,no,1090000
5eff88c44611dafbbcc3bb91e944e413,krakow,blockOfFlats,75.0,3.0,6.0,11.0,,50.0946661,19.91934533,4.58,4.0,0.105,1.115,0.683,0.426,0.289,1.446,0.598,condominium,,premium,yes,no,yes,no,no,4700
32cd55eea7345ebc68242cc988472dbc,warszawa,apartmentBuilding,29.31,2.0,2.0,8.0,2022.0,52.225,20.9567,3.28,10.0,0.291,0.332,0.567,0.184,0.143,0.768,0.153,condominium,brick,,no,no,yes,yes,no,659475
096846cb0d08fc500ac652288bb8c726,gdansk,apartmentBuilding,61.11,2.0,3.0,4.0,2023.0,54.3123,18.5737,6.66,5.0,1.031,2.695,0.293,0.679,0.397,0.581,0.466,condominium,brick,,no,yes,yes,no,no,656932
f570f1b48ef30067bfccc5ff516870f0,szczecin,blockOfFlats,71.0,3.0,2.0,4.0,1980.0,53.3772457,14.6474255,7.69,6.0,0.438,0.544,0.224,0.159,0.588,,0.193,condominium,concreteSlab,premium,yes,yes,no,no,yes,3500
c632146a08fcb51160ed9095d55dcb39,warszawa,apartmentBuilding,100.0,4.0,10.0,10.0,2012.0,52.2348388,20.9597273,3.01,23.0,0.18,0.045,0.468,0.079,0.096,1.359,0.037,condominium,brick,,yes,yes,yes,no,no,2500000
fb4b7d5d5748a8182e790aab7b249819,warszawa,tenement,48.81,2.0,2.0,2.0,1949.0,52.2502507,20.9953916,2.14,52.0,0.261,0.27,0.146,0.063,0.196,0.273,0.17,condominium,brick,low,no,yes,no,no,no,875000
b3abd4f1ce62fb0a870fbb2d48a394bf,warszawa,,44.17,2.0,1.0,3.0,2012.0,52.15709,21.06973,9.44,14.0,0.075,0.976,0.425,0.125,0.391,1.364,0.26,condominium,,,yes,yes,yes,no,no,750000
8d716815581683274f69570c33b15761,krakow,apartmentBuilding,56.0,2.0,4.0,5.0,2009.0,50.07763357,19.92512226,2.66,21.0,0.259,0.578,0.113,0.125,0.118,0.743,0.102,condominium,brick,premium,yes,yes,yes,no,no,2700
3436493bf368628d970d225a457d919a,bydgoszcz,apartmentBuilding,46.7,3.0,5.0,8.0,2020.0,53.114722,18.018611,1.44,7.0,0.529,0.522,0.371,0.308,0.448,0.563,0.224,condominium,brick,,yes,yes,yes,no,yes,559000
493b3e6b9acd57d09545f0f085745aee,radom,,48.96,2.0,3.0,4.0,,51.3899,21.1581,1.82,18.0,0.253,0.118,0.283,0.031,0.361,1.211,0.085,condominium,,,no,no,,no,no,289000
7b695720f5f7b81d7819d52714f5b21d,krakow,apartmentBuilding,53.0,2.0,3.0,5.0,2023.0,50.07641416,19.90507841,3.34,13.0,0.45,0.758,0.433,0.065,0.16,0.833,0.267,condominium,brick,,yes,yes,yes,no,no,847000
0c81d6eb2e926568d49c8f04b45ec5ae,warszawa,,115.0,4.0,2.0,7.0,1995.0,52.2628,21.0368,4.13,30.0,0.083,0.312,0.114,0.282,0.139,0.483,0.108,condominium,,,no,no,yes,yes,no,2250000
d210fda6ef37e322af9176c4bf517f14,katowice,,61.7,3.0,3.0,10.0,1978.0,50.27585,19.01112,1.93,17.0,0.432,0.13,0.116,0.09,0.142,1.017,0.132,condominium,,,no,no,yes,no,no,430000
06b876549075f66fa229cb65e01f0566,radom,blockOfFlats,60.18,3.0,10.0,10.0,1987.0,51.4302054,21.1510587,3.09,5.0,0.491,0.579,0.741,0.416,0.185,0.747,0.608,condominium,concreteSlab,,no,no,yes,no,no,429000
dc45af6e1b1d2f681e0481bf98c31e87,katowice,apartmentBuilding,38.0,2.0,4.0,6.0,2023.0,50.2617345,18.9861893,2.39,2.0,0.476,1.348,0.72,0.704,0.314,1.459,0.617,condominium,brick,,yes,yes,no,no,no,490000
b897a3b41b871fa9cbf67cdf05bd4dff,warszawa,blockOfFlats,60.8,2.0,5.0,15.0,2005.0,52.2791,20.9189,7.81,11.0,0.441,1.304,0.441,0.18,0.421,1.417,0.184,condominium,brick,,yes,yes,yes,yes,yes,910000
a0eef3b1bc1aad3230e41c04d4aca528,krakow,apartmentBuilding,53.61,3.0,6.0,8.0,2023.0,50.02393,19.96085,3.84,5.0,0.331,0.681,0.31,0.666,0.116,1.964,0.729,condominium,brick,,no,yes,yes,no,no,799000
442a30ea93f4836b159c63739d125bd7,wroclaw,apartmentBuilding,65.0,3.0,3.0,4.0,1999.0,51.1170424,17.0582592,2.11,23.0,0.25,0.333,0.391,0.088,0.185,0.938,0.251,condominium,brick,,yes,no,no,yes,no,747500
73bd78d96751fba0930ab372d6aa2ea8,warszawa,blockOfFlats,61.0,3.0,2.0,10.0,1988.0,52.14049,21.04587,10.55,15.0,0.034,0.349,0.289,0.162,0.271,0.653,0.536,condominium,concreteSlab,,no,yes,yes,no,yes,993000
4bcf6c70504b540cf99a90ab8961239a,wroclaw,blockOfFlats,48.0,2.0,4.0,4.0,1984.0,51.1458649,17.0355841,3.93,2.0,0.456,0.551,0.404,0.732,0.509,2.595,0.545,condominium,concreteSlab,,no,yes,no,no,no,555000
e75ffcd58779fefbf472319b65d93c04,warszawa,blockOfFlats,50.0,2.0,6.0,7.0,2008.0,52.1973589,21.0470921,4.84,3.0,0.375,0.381,0.768,0.515,0.303,2.455,0.525,condominium,,,yes,yes,yes,no,no,1030000
392d716c180b00d519b3b3e82a078b1d,gdansk,blockOfFlats,48.0,2.0,,3.0,2008.0,54.34897,18.57044,5.44,3.0,0.846,1.166,0.372,0.25,0.653,4.083,0.562,condominium,brick,,yes,no,no,yes,no,790000
546b7a43b74970e74ffac516aa9ba4c9,czestochowa,blockOfFlats,56.57,2.0,2.0,2.0,2014.0,50.8092054,19.1137746,1.15,39.0,0.234,0.326,0.05,0.648,0.025,0.788,0.295,condominium,,,no,no,no,no,no,430000
0234cd815cf0eb2742c11845ace00ab9,warszawa,,115.3,6.0,1.0,5.0,1998.0,52.19421,21.02763,4.48,17.0,0.305,0.389,0.698,0.28,0.138,1.67,0.367,condominium,,,no,yes,no,no,no,2600000
07b24b3c1471c8c3069444f97225170d,warszawa,,70.0,3.0,,6.0,,52.2463,21.0695,4.77,22.0,0.285,0.478,0.531,0.366,0.162,0.523,0.108,condominium,,,yes,no,no,yes,no,1300000
3defcd258659bd7a9dbb6316612f1958,lodz,,41.0,2.0,1.0,1.0,,51.7801426,19.3969318,3.98,1.0,0.705,1.557,0.568,1.252,0.447,1.037,0.591,condominium,,,no,yes,no,no,no,2200
e9ce5d1d6a0a4bdb5380e5c71409381e,warszawa,apartmentBuilding,130.0,5.0,3.0,10.0,2000.0,52.186962,21.021859,5.13,19.0,0.362,0.328,0.233,0.269,0.243,1.391,0.194,condominium,brick,low,no,yes,yes,no,no,1960000
c2e91c0122b032953505a625a66e94fc,gdansk,blockOfFlats,69.7,3.0,1.0,3.0,2010.0,54.30495,18.58805,6.55,4.0,0.897,3.26,0.681,0.305,0.717,1.158,0.72,condominium,,,no,yes,no,no,no,800000
ecb925d9ace4ce378e9afc0ac80a42da,gdansk,,36.0,2.0,,4.0,,54.324881,18.6345344,3.01,9.0,0.367,2.333,0.348,0.169,0.789,3.558,0.295,condominium,,,yes,yes,no,no,no,1900
d1b730c8596e8b6bda395a0dec48cb65,wroclaw,blockOfFlats,47.5,2.0,3.0,4.0,1982.0,51.158207,17.1328048,8.92,6.0,0.277,0.763,0.152,0.117,0.708,1.572,0.202,condominium,concreteSlab,premium,no,yes,no,no,yes,599000
07b8649643a50b21b95892a903c15e48,warszawa,apartmentBuilding,102.0,3.0,,4.0,2013.0,52.1570051,21.07894,9.77,11.0,0.677,1.602,0.713,0.297,,1.918,0.251,condominium,brick,premium,yes,yes,yes,no,no,2050000
51d9babfd67991bf88ecac2523649152,lodz,blockOfFlats,56.64,3.0,,11.0,1985.0,51.71671,19.46211,7.22,0.0,0.709,1.557,1.162,1.012,1.031,1.528,0.685,condominium,concreteSlab,,no,yes,yes,no,no,389900
28bc433001fbdca0bb2b4f9f18a38a07,warszawa,blockOfFlats,50.0,3.0,2.0,10.0,1970.0,52.1967,20.9931,3.96,10.0,0.504,0.406,0.344,0.157,0.264,0.858,0.488,condominium,concreteSlab,,no,yes,yes,no,yes,809000
3cd38625e5b939e1c60017aa45f2cf15,wroclaw,blockOfFlats,34.97,1.0,4.0,5.0,2020.0,51.1256686,16.9475225,5.98,8.0,0.298,2.628,0.185,0.122,0.473,1.697,0.2,condominium,brick,premium,yes,yes,yes,no,no,2200
84697c517a9dcb8c002a21caceb2dd31,krakow,apartmentBuilding,125.0,4.0,1.0,1.0,2002.0,50.0708422,19.8832608,4.3,2.0,0.53,1.138,0.757,0.79,0.39,0.852,0.733,condominium,brick,premium,yes,no,no,no,no,1500000
7715493b2c43892286a994a2352913f6,gdynia,blockOfFlats,46.8,2.0,4.0,4.0,1976.0,54.5458,18.4469,6.58,0.0,2.627,3.832,2.571,2.453,2.994,3.279,2.83,condominium,concreteSlab,,yes,yes,no,no,yes,449000
af3c7f9d3296ca6da3bd2182f94bc127,szczecin,tenement,107.91,4.0,3.0,4.0,1928.0,53.42927683,14.53962806,1.56,61.0,0.072,0.638,0.197,0.11,0.017,0.256,0.21,cooperative,brick,,no,yes,no,no,yes,765000
5c7eff7ab38544f8665c150f8f7289c1,krakow,tenement,79.1,3.0,,4.0,1915.0,50.04953,19.939049,0.64,86.0,0.147,0.33,0.278,0.152,0.168,0.145,0.288,condominium,brick,low,no,no,no,no,yes,1595000
a1b927191205bb2a3bcd3731bcdfa145,warszawa,apartmentBuilding,64.7,2.0,7.0,10.0,2005.0,52.18458643,21.02525711,5.44,19.0,0.169,0.3,0.123,0.176,0.041,1.718,0.265,condominium,brick,,yes,yes,yes,no,no,4530
49b5e7f61264a0afa32559472b9e3c52,szczecin,,61.5,4.0,1.0,12.0,1985.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,condominium,,,no,no,yes,no,no,685000
8849cd7dcacb357cd1cd0cec2a8f4dc8,lodz,,36.5,2.0,2.0,3.0,,51.78556,19.43604,1.36,19.0,0.173,0.34,0.646,0.14,0.422,0.608,0.312,condominium,,,no,no,no,no,no,1800
4eb2c79d7d0fa70cb7f725a4f43c5198,gdynia,,71.57,4.0,,2.0,2010.0,54.49321,18.51499,3.47,3.0,0.365,1.464,0.184,0.671,0.6,1.88,0.212,condominium,,,no,yes,no,no,no,749000
fb591cb5f9dd2e0e05d01839e33db0fc,warszawa,blockOfFlats,86.0,4.0,1.0,4.0,2005.0,52.22507405,21.07403376,4.86,13.0,0.415,1.3,0.42,0.278,0.344,0.606,0.275,condominium,brick,,yes,yes,yes,no,no,5500
e8c696859b568211d6e26a75d65318a7,warszawa,tenement,71.0,3.0,,2.0,1953.0,52.22586293,20.95145702,3.61,29.0,0.318,0.237,0.248,0.174,0.145,0.401,0.152,condominium,brick,premium,yes,no,no,no,yes,985000
3f411ea2cfa549dedb52549eb76d3dda,krakow,blockOfFlats,35.0,2.0,,3.0,2018.0,50.0926,19.8929,5.27,4.0,0.746,0.099,0.658,0.579,0.337,2.196,0.365,condominium,,,yes,no,yes,yes,no,2500
0b633ac035ed71afe225a4c2c2a37f24,lodz,blockOfFlats,47.0,2.0,8.0,10.0,1975.0,51.79608,19.46285,1.71,8.0,0.106,0.933,0.395,0.285,0.48,1.601,0.515,condominium,,,no,yes,yes,no,no,400000
f6c16ec127bb151770f2cd1439ae6009,wroclaw,blockOfFlats,47.0,2.0,3.0,5.0,1992.0,51.1213363,17.0322687,1.2,36.0,0.131,0.083,0.346,0.124,0.112,0.491,0.082,cooperative,concreteSlab,premium,no,yes,no,no,yes,650000
1d8bc12addaa50de1f81fdb41efb7b0d,warszawa,tenement,106.0,5.0,4.0,4.0,1926.0,52.2192003,20.9852027,1.87,34.0,0.288,0.123,0.104,0.219,0.063,0.827,0.079,cooperative,brick,,no,no,,no,no,1690000
c7122e71733dfc4829efc111a88903e6,bydgoszcz,blockOfFlats,45.91,2.0,4.0,4.0,2012.0,53.0960166,18.0250245,3.31,0.0,0.9,2.097,0.991,1.118,0.984,0.618,0.784,condominium,brick,,no,no,yes,no,no,399000
bd5f2fd15cdee1c027666d47348c8635,bydgoszcz,tenement,56.0,2.0,3.0,3.0,,53.128736,17.989383,1.07,13.0,0.15,1.273,0.414,0.391,0.499,0.335,0.332,condominium,brick,,no,no,no,no,yes,328000
c48d7ddae41a0ff7205594d260babc80,gdansk,tenement,31.1,1.0,1.0,2.0,1900.0,54.34801,18.60924,2.93,3.0,0.524,0.47,0.271,0.732,0.188,2.638,0.654,condominium,brick,,no,no,no,no,yes,410000
4b5487b07e9ce8cd80eb5823f3120947,warszawa,apartmentBuilding,40.0,2.0,1.0,6.0,2020.0,52.1777734,20.9890563,6.08,15.0,0.718,0.088,0.928,0.103,0.266,1.878,0.226,condominium,brick,premium,yes,yes,yes,no,no,3300
0d7046648f418d3a0b57a264f82e1157,wroclaw,apartmentBuilding,48.8,2.0,1.0,4.0,2021.0,51.077222,16.963333,5.95,11.0,0.203,0.743,0.053,0.097,0.076,3.369,0.105,condominium,brick,premium,yes,no,yes,no,yes,660000
4800be0d4af30d18e4f0b802c947a2e0,lodz,blockOfFlats,57.0,2.0,2.0,3.0,,51.7905,19.4735,1.63,14.0,0.141,1.305,0.328,0.173,0.234,1.436,0.258,condominium,brick,,yes,yes,no,no,no,2000
601790edb13eab392f5e287848af0258,bydgoszcz,blockOfFlats,68.0,2.0,,3.0,,53.12276,18.03767,2.46,15.0,0.104,0.286,0.445,0.369,0.178,0.754,0.485,condominium,brick,,no,yes,no,yes,no,2000
4ae2cf0bed9c8ac5e33f748562f33c66,warszawa,apartmentBuilding,101.0,3.0,1.0,4.0,2000.0,52.23932,21.08244,5.44,46.0,0.151,0.441,0.211,0.087,0.057,0.287,0.158,condominium,brick,,no,yes,no,no,no,1300000
eb40521194b2c2f2cd77db5233b120b8,warszawa,,41.0,2.0,7.0,7.0,1971.0,52.2627577063603,20.9622946887073,4.45,18.0,0.112,0.355,0.474,0.1,0.23,0.903,0.18,cooperative,,,no,yes,yes,no,yes,812000
02d7062333d1f206f553515b3ff48216,krakow,blockOfFlats,50.0,2.0,4.0,10.0,1983.0,50.0734253031112,19.9768595673324,3.4,9.0,0.159,0.595,0.48,0.154,0.291,1.447,0.127,condominium,,,yes,yes,yes,no,yes,2500
ea6dc7d7f7b3e340525043b463b55d3e,warszawa,apartmentBuilding,85.0,3.0,9.0,22.0,2009.0,52.2351321,20.9937559,0.77,88.0,0.121,0.071,0.259,0.119,0.127,0.751,0.058,condominium,brick,,no,yes,yes,no,no,2000000
dc2e050408477c634c47f13eff3022ff,gdansk,blockOfFlats,59.41,3.0,,4.0,2015.0,54.32932,18.56777,6.04,9.0,0.311,1.632,0.273,0.117,0.256,2.447,0.713,condominium,brick,,no,no,yes,no,no,765000
8c995145602be3a994e770d25d7d0fbf,szczecin,blockOfFlats,63.23,3.0,2.0,4.0,1992.0,53.3819008,14.663723,8.23,11.0,0.572,0.683,0.36,0.606,0.087,,0.189,cooperative,concreteSlab,,no,yes,no,no,yes,535000
a134b02b246d35daa000ebe284e69e25,warszawa,,58.0,3.0,9.0,10.0,1978.0,52.168556,21.0262909,7.19,7.0,0.479,1.052,0.485,0.286,0.582,2.719,0.5,condominium,concreteSlab,premium,no,yes,yes,no,yes,995000
f1a1ddc3d78da2c5986a74528b477305,warszawa,apartmentBuilding,100.0,4.0,8.0,9.0,2019.0,52.26534,20.94426,5.5,7.0,0.607,1.228,0.603,0.106,0.124,1.057,0.338,condominium,brick,,no,no,no,yes,no,8500
71b5bd2cb536eaf7cb8a7535ff5cf9e5,radom,,72.89,3.0,2.0,4.0,1990.0,51.3842968,21.1067447,3.23,2.0,1.228,1.359,0.14,1.119,0.833,1.92,0.036,cooperative,concreteSlab,,no,yes,no,no,yes,590000
aee39ec2be4d9494d56a610d115b2ed3,warszawa,tenement,65.0,3.0,1.0,6.0,1939.0,52.2419712,20.9945399,1.3,63.0,0.092,0.214,0.411,0.164,0.097,0.013,0.087,condominium,brick,,no,yes,yes,no,yes,1100000
f25800b6c02505dbc07f01db0a56521d,wroclaw,blockOfFlats,55.0,4.0,1.0,4.0,1980.0,51.1122,17.0393,0.68,61.0,0.167,0.362,0.215,0.221,0.09,0.282,0.19,condominium,concreteSlab,,yes,yes,no,no,yes,790000
61bf28d37008ea29c9f464c756ae5a72,wroclaw,blockOfFlats,84.86,4.0,2.0,5.0,2023.0,51.10306,17.03078,0.85,56.0,0.231,0.607,0.205,0.125,0.076,0.141,0.103,condominium,,,no,no,yes,no,no,1103176
6cd4c4a952c0ea6491bfe7e92944516f,wroclaw,blockOfFlats,67.0,3.0,3.0,3.0,2023.0,51.05374,17.035289,6.35,1.0,0.611,0.877,1.331,0.484,0.798,3.423,0.73,condominium,,,no,yes,yes,no,no,3600
fcfde6550d457f7b2f52063438c771a8,warszawa,blockOfFlats,78.51,3.0,4.0,12.0,2009.0,52.1999224,20.9659754,4.36,15.0,0.045,0.731,0.805,0.051,0.176,1.657,,condominium,,,yes,no,yes,no,no,1610000
c5eb64b6308196485c559dbc107fbfb0,warszawa,blockOfFlats,40.6,2.0,1.0,5.0,2003.0,52.2612826,20.93219915,5.87,12.0,0.47,0.951,0.546,0.106,0.081,1.802,0.302,condominium,,,yes,yes,yes,no,no,599000
38e879b9be360578447ed6a6bc072619,krakow,blockOfFlats,72.0,4.0,1.0,10.0,1990.0,50.0193509,19.9994597,5.91,3.0,0.343,0.786,0.237,0.421,0.513,2.041,0.519,condominium,concreteSlab,,no,yes,yes,no,yes,720000
41e1f857a2994c5cb1b1a972c1b8887e,gdansk,blockOfFlats,40.0,2.0,1.0,4.0,2009.0,54.35003,18.53375,7.82,8.0,1.426,1.327,0.086,0.042,0.028,,0.65,condominium,,,no,yes,yes,no,no,519000
bee1181e8d5228aaad4107390367c38c,lublin,apartmentBuilding,60.0,3.0,3.0,6.0,,51.2370304,22.5842891,1.65,6.0,0.276,0.608,0.685,0.069,0.215,0.587,0.603,condominium,brick,premium,yes,no,yes,no,no,630000
286de57f7e5e59083fe462bf4bc41648,warszawa,blockOfFlats,54.0,3.0,,4.0,1971.0,52.2551,21.0451,3.84,45.0,0.217,0.1,0.188,0.184,0.03,0.235,0.212,cooperative,concreteSlab,,no,no,no,no,yes,595000
8fb96a7a9aa2ff581f2f53365a31b229,warszawa,apartmentBuilding,40.66,2.0,6.0,6.0,2023.0,52.1932025,20.93215025,6.48,2.0,1.114,1.817,1.351,0.458,0.478,3.366,0.778,condominium,brick,premium,yes,yes,no,no,no,3500
83bab43c54ea757920005d800c516b5b,krakow,blockOfFlats,75.0,3.0,,4.0,,50.07146825,19.93387651,1.83,32.0,0.143,0.283,0.166,0.138,0.087,0.122,0.21,condominium,,low,no,no,yes,no,yes,1200000
11eefefd4e6f3e746363c863f298d37d,gdansk,blockOfFlats,70.4,3.0,,4.0,2021.0,54.35061,18.53602,7.67,7.0,1.563,1.462,0.158,0.138,0.134,,0.786,condominium,,,no,no,yes,no,no,890000
e6c50b5b3e9a9c18ba6c06594f60ca46,szczecin,apartmentBuilding,48.0,2.0,1.0,3.0,2008.0,53.4490931,14.5168436,4.09,0.0,0.509,1.039,0.998,0.676,0.661,1.192,0.668,condominium,brick,premium,no,yes,no,no,no,2500
6c687af4a38ff662cab385277ad62046,katowice,blockOfFlats,51.0,2.0,,3.0,1961.0,50.2711382,19.0129281,1.4,3.0,0.523,0.539,0.608,0.342,0.415,0.952,0.514,condominium,,low,no,no,no,no,yes,440000
00e32314f2febd33c392a4ea749c4ffe,wroclaw,,120.0,5.0,1.0,1.0,2018.0,51.067,17.042,4.93,2.0,0.28,1.329,0.658,0.266,0.783,2.284,0.767,condominium,,,yes,yes,no,no,no,4900
aa36953209106203db4e13a0c745bae6,katowice,blockOfFlats,60.0,3.0,3.0,4.0,,50.2232279,18.975759,5.08,8.0,0.158,0.581,1.155,0.199,0.297,3.882,0.296,condominium,,,no,yes,no,no,yes,460000
1ffad8d64ae20225cf36a6691989b025,wroclaw,tenement,54.5,2.0,2.0,4.0,1920.0,51.1196156,17.03953743,1.2,42.0,0.213,0.197,0.063,0.102,0.157,0.051,0.008,condominium,brick,premium,no,no,no,no,yes,659000
751f401e5c091c6da9d4fef181000389,lublin,,96.14,3.0,1.0,1.0,2013.0,51.25262217,22.50017166,4.73,0.0,0.881,1.211,0.786,0.546,1.15,1.451,1.206,condominium,,,no,yes,no,no,no,745000
cea273222e9ad1fcc37f0803246dc947,lublin,blockOfFlats,46.71,2.0,2.0,3.0,2007.0,51.23093,22.53853,2.76,6.0,0.453,1.931,0.167,0.283,0.182,1.454,0.16,condominium,brick,,no,yes,no,yes,yes,499000
22cc4a73df30b42821d5e6bf6b346816,warszawa,apartmentBuilding,64.06,3.0,4.0,8.0,2020.0,52.34012,20.9525,12.54,3.0,0.462,1.647,0.433,0.186,0.707,2.924,0.832,condominium,brick,,no,yes,yes,no,no,896776
0732f3247f533d800716adeec84f8d7a,wroclaw,blockOfFlats,74.7,3.0,2.0,4.0,2005.0,51.0861463,17.01140968,3.02,19.0,0.064,1.406,0.239,0.304,0.172,0.096,0.075,condominium,,premium,no,yes,no,no,yes,882500
8e2f5de1ec351ad5815538b9a65e1770,warszawa,apartmentBuilding,44.0,2.0,4.0,10.0,,52.237683,21.002612,0.67,52.0,0.19,0.407,0.58,0.211,0.011,0.647,0.245,condominium,brick,premium,no,no,yes,no,no,6200
d542ca2ba07aaf590edb4bae3575d745,lodz,tenement,74.0,3.0,3.0,3.0,,51.7619,19.4728,2.51,9.0,0.282,0.745,0.706,0.532,0.097,0.462,0.575,condominium,brick,,no,no,no,no,yes,480000
34e399305516ee20df40e5a608f86702,szczecin,blockOfFlats,52.0,2.0,4.0,5.0,2000.0,53.4231443,14.5383887,1.5,21.0,0.062,0.5,0.097,0.606,0.051,0.581,0.111,condominium,brick,,no,yes,no,no,no,449000
95a398201b8a22e3563dab90ef4f6b86,poznan,,68.22,3.0,10.0,10.0,1982.0,52.3614673,16.9075547,5.5,10.0,0.47,1.026,0.444,0.174,0.518,0.859,0.072,condominium,,,no,no,yes,no,no,430000
4178b33f2587dc81f8838667d3f3f936,krakow,blockOfFlats,37.5,2.0,,10.0,2001.0,50.0969101,19.96548062,5.01,8.0,0.248,0.799,0.448,0.253,0.032,2.697,0.287,condominium,,,no,yes,yes,no,yes,510000
f2b0ddc0c674b1b46c6d2436c90ed8c0,krakow,blockOfFlats,28.0,1.0,5.0,7.0,2016.0,50.0790581,20.0153236,6.09,28.0,0.345,1.553,0.19,0.076,0.085,1.347,0.322,condominium,,premium,yes,yes,yes,no,no,2000
4f8ae7423c7370e22d575699d662f4ef,krakow,,48.0,2.0,1.0,3.0,2023.0,50.0855326,19.9606055,3.72,17.0,0.506,0.245,0.264,0.381,0.235,2.201,0.275,condominium,,,no,yes,no,no,no,2800
c561d0a4dad2953ed065ca7f3977588c,gdansk,,39.0,2.0,4.0,4.0,2018.0,54.35526,18.65485,0.66,61.0,0.111,0.376,0.132,0.271,0.242,0.268,0.279,condominium,,,no,no,,no,no,2700
febca6b595ef108dd803f9e6b841d2ab,lodz,tenement,72.52,4.0,,4.0,1920.0,51.7623451,19.4578512,2.14,59.0,0.073,0.376,0.646,0.195,0.077,0.681,0.305,condominium,brick,,yes,no,no,no,yes,525000
410c67977a930cfe817cd5999fe8f4e9,krakow,blockOfFlats,31.0,1.0,3.0,3.0,1985.0,50.02775295,19.92178709,3.29,22.0,0.207,0.249,0.385,0.099,0.117,1.828,0.12,condominium,,,no,yes,no,no,no,2300
0d10d6af8b26b5d0bfd607a44f589075,radom,blockOfFlats,46.7,2.0,10.0,10.0,1978.0,51.4140413,21.15582942,1.55,11.0,0.154,0.496,0.281,0.438,0.465,0.912,0.477,condominium,concreteSlab,premium,no,no,yes,no,no,320000
6425f5f8e51b78632cfe9b7f521d409a,gdynia,tenement,55.24,2.0,2.0,4.0,1950.0,54.51566,18.53262,0.74,21.0,0.432,0.524,0.335,0.364,0.023,0.164,0.148,condominium,brick,,no,yes,yes,no,yes,599000
957a121f5dc1fd7176d9f6d0f1429ec9,lodz,blockOfFlats,37.5,2.0,2.0,4.0,1968.0,51.788733,19.436011,1.52,20.0,0.142,0.072,0.406,0.253,0.233,0.73,0.085,condominium,concreteSlab,,no,yes,no,no,no,245000
743d8327070fce69f542d5ca938fe258,gdynia,blockOfFlats,48.31,3.0,4.0,4.0,1975.0,54.50429,18.53701,1.87,15.0,0.107,0.301,0.244,0.168,0.264,0.553,0.05,condominium,brick,,no,no,no,no,yes,599000
4f043263d80abe103893fd63194835e8,warszawa,tenement,49.0,2.0,2.0,4.0,1953.0,52.244958,20.9876901,1.83,47.0,0.264,0.505,0.394,0.199,0.194,0.393,0.259,condominium,brick,low,no,no,no,no,yes,750000
a2678c8adc1470ef2d719538608a38b9,bydgoszcz,tenement,50.0,2.0,,,,53.13014,17.98582,1.35,10.0,0.159,1.459,0.278,0.412,0.61,0.449,0.292,condominium,brick,,no,no,no,no,no,249000
f741d548d5e2c8088b91cce6d1e28777,warszawa,,29.0,1.0,,10.0,1970.0,52.2699,20.9427,5.93,11.0,0.41,0.728,0.514,0.172,0.394,0.817,0.283,condominium,concreteSlab,,no,yes,yes,no,no,2800
168a3fb0fb67dac616a245db181b9a88,krakow,tenement,62.0,2.0,1.0,1.0,,50.05896776,19.94902611,0.86,45.0,0.091,0.253,0.225,0.342,0.097,0.586,0.02,condominium,brick,premium,yes,yes,no,no,no,3900
8664a67abe7dd772e9a80778d4a9875d,gdansk,apartmentBuilding,42.45,2.0,,3.0,2024.0,54.40553,18.56496,8.52,17.0,0.233,0.949,0.619,0.125,0.193,1.319,0.209,condominium,brick,,no,yes,yes,yes,no,875658
74ee04b835eae20c5dd10fb1ec0e9979,gdynia,blockOfFlats,71.48,4.0,1.0,1.0,2019.0,54.56985,18.48338,6.52,0.0,3.862,4.56,3.73,3.728,4.019,3.997,3.985,condominium,brick,,no,yes,no,yes,no,849000
3af503aa741bb7663162493d3df3ed6b,krakow,tenement,25.0,1.0,4.0,4.0,,50.0561322,19.9334237,0.37,70.0,0.119,0.627,0.284,0.343,0.099,0.192,0.376,condominium,brick,,no,no,no,no,no,2100
e48cce6bf3c727d6944fb35fdfee1a58,warszawa,apartmentBuilding,43.5,2.0,3.0,6.0,2022.0,52.2644,21.04493,4.6,12.0,0.284,0.893,0.542,0.345,0.292,1.019,0.333,condominium,brick,,no,yes,yes,yes,no,4100
567d9636d582dd46513cfc092bb91a8e,wroclaw,blockOfFlats,54.84,3.0,,3.0,2013.0,51.1122568,17.1178607,6.15,6.0,1.046,3.392,1.527,0.148,0.174,3.105,0.276,condominium,,,yes,yes,yes,no,yes,799000
e72547d341358c696eabaaec46a28886,wroclaw,,38.3,2.0,1.0,2.0,2018.0,51.142039,17.1393485,8.4,1.0,0.627,1.19,0.329,0.533,0.655,1.253,0.542,condominium,,,no,yes,no,no,no,532000
