id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
69036f769671e6e1d1429c600d146862,lodz,tenement,52.01,4.0,,4.0,1937.0,51.7524945,19.457801,3.23,25.0,0.37,0.556,0.346,0.509,0.117,0.451,0.137,condominium,brick,,no,no,no,no,yes,399000
037604cffeb4e9e70857f443ea6c8c03,wroclaw,tenement,66.0,3.0,2.0,2.0,,51.1115,17.0217,0.57,43.0,0.248,0.634,0.205,0.408,0.157,0.29,0.14,condominium,brick,,no,yes,no,no,no,6750
b30848a5b43a2500ae644524e01b455f,warszawa,tenement,53.09,2.0,4.0,5.0,1958.0,52.2346385,20.9905016,0.95,90.0,0.197,0.28,0.326,0.298,0.081,0.848,0.079,condominium,brick,low,no,yes,yes,no,yes,900000
2bd0481cf7b2b7404f9a94ec138c580f,szczecin,blockOfFlats,115.0,5.0,3.0,3.0,,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,brick,premium,yes,yes,no,no,no,640000
802d10385e3e7cdbf59d17b1061ac4c5,rzeszow,,72.7,4.0,1.0,1.0,2019.0,50.0118173,22.0294024,3.33,0.0,0.758,2.366,1.673,0.726,1.242,2.492,0.61,condominium,brick,,yes,yes,no,no,no,835000
d60440f51957339c9507eb990704989f,warszawa,blockOfFlats,49.0,2.0,,10.0,1971.0,52.23145,21.06932,4.48,19.0,0.254,0.665,0.235,0.076,0.225,0.269,0.289,condominium,concreteSlab,,no,no,yes,no,yes,685900
0a365692e4d109a28f2b5ff4de3953ee,krakow,blockOfFlats,50.9,2.0,6.0,10.0,,50.0834,20.0066,5.78,23.0,0.011,1.412,0.205,0.177,0.327,1.08,0.247,cooperative,concreteSlab,,no,yes,yes,no,no,770000
edfe2522b90b18d53b1e147d64658614,szczecin,tenement,105.0,4.0,2.0,4.0,1940.0,53.4364475,14.5720137,1.63,13.0,0.187,1.122,0.136,0.449,0.154,1.046,0.191,condominium,brick,low,no,no,,no,no,560000
bfb7b98895f42f9c9de1417c2318bc39,wroclaw,blockOfFlats,76.0,4.0,2.0,2.0,2019.0,51.09878,16.94119,6.33,8.0,0.725,2.597,0.086,0.042,0.437,1.495,0.393,condominium,,,no,yes,yes,no,yes,839000
a6d65d5b4bfc2b3a917c2d8dcec59606,krakow,tenement,70.59,3.0,3.0,3.0,1937.0,50.071,19.9345,1.77,36.0,0.104,0.341,0.15,0.156,0.155,0.19,0.207,condominium,brick,,no,yes,no,no,no,1329000
1f9faaaf30fbeafe1879bf3a2cbf8603,poznan,blockOfFlats,64.9,4.0,3.0,4.0,,52.4413744629615,16.9243151333757,3.8,10.0,0.075,1.232,0.384,0.17,0.369,3.072,0.115,condominium,,,yes,yes,no,no,yes,2800
bc18dbf9fecf368aa102399b7e5507d8,warszawa,tenement,80.0,3.0,2.0,3.0,1936.0,52.2423077,21.1020849,6.81,34.0,0.372,0.255,0.068,0.161,0.059,0.549,0.043,condominium,brick,,no,yes,no,no,yes,1390000
8d0ec40713854017a8f8c51dfbd13075,warszawa,apartmentBuilding,83.27,3.0,7.0,10.0,2005.0,52.204,21.0463,4.24,17.0,0.149,0.243,0.573,0.424,0.209,2.146,0.175,condominium,brick,premium,no,no,yes,yes,no,1500000
91d8f9e3cfc120d9cf39a3ba69d1aab8,krakow,apartmentBuilding,47.15,2.0,5.0,6.0,2007.0,50.0703,19.9443,1.72,34.0,0.307,0.714,0.298,0.581,0.017,0.791,0.268,condominium,brick,,yes,yes,yes,no,yes,894000
11c0cec44e4113e015192f63aabd7ff0,warszawa,blockOfFlats,47.3,3.0,4.0,4.0,1965.0,52.2001,21.034,4.08,18.0,0.203,0.339,0.25,0.208,0.239,1.535,0.131,condominium,concreteSlab,low,no,no,no,no,yes,719000
422f3d9dfc46ad34a5d463555ab6d4af,wroclaw,blockOfFlats,84.0,4.0,7.0,10.0,1982.0,51.0790498,17.0403648,3.6,13.0,0.159,0.865,0.117,0.413,0.327,1.348,0.097,condominium,concreteSlab,,no,yes,yes,no,yes,750000
4c7ab39884380f61d2c6487ebc732373,warszawa,apartmentBuilding,62.46,3.0,8.0,9.0,2019.0,52.2843685,20.9267457,7.85,11.0,0.38,1.214,0.333,0.286,0.077,1.171,0.613,condominium,brick,premium,yes,yes,yes,no,no,1299999
f14dbfb0ee70206cda06896ceb0c9a2a,gdansk,apartmentBuilding,64.12,3.0,4.0,5.0,2021.0,54.40012,18.6471,5.66,1.0,0.554,0.598,1.176,0.521,0.486,2.976,0.549,condominium,brick,,no,yes,yes,no,no,955000
c1ff607acbd3d50ae4f6ec5d6a6c1331,gdansk,blockOfFlats,73.39,4.0,2.0,2.0,2019.0,54.3130251,18.5961341,5.53,7.0,0.583,2.373,0.176,0.402,0.075,1.765,0.206,condominium,,premium,yes,yes,no,no,yes,990000
094f4c1049fd0df7b33e3699df4709dd,warszawa,blockOfFlats,68.0,3.0,,3.0,1993.0,52.1752149,21.030798,6.55,13.0,0.171,0.597,0.478,0.433,0.29,2.66,0.319,condominium,,,no,yes,yes,no,yes,5100
b0c06724f14ae1571685f4cffaed776c,krakow,tenement,44.0,2.0,2.0,3.0,,50.0790693,19.9324076,2.68,11.0,0.26,0.2,0.525,0.455,0.421,0.531,0.444,condominium,brick,,no,no,no,no,no,3000
418ed9c990a6b6ccf24fa4d020e70221,bydgoszcz,,46.7,3.0,5.0,8.0,2020.0,53.126,18.0079,0.65,54.0,0.111,0.205,0.351,0.405,0.058,0.622,0.205,condominium,,,yes,yes,yes,no,yes,549000
2ba77a79a6af223c8ab057527c2b0df4,warszawa,blockOfFlats,29.14,1.0,,3.0,2017.0,52.2580504,21.03627168,3.68,41.0,0.182,0.499,0.4,0.268,0.098,0.236,0.278,condominium,brick,premium,no,no,no,no,no,726000
176465c446d5113683ad61be8325d1dd,wroclaw,blockOfFlats,69.0,3.0,2.0,4.0,,51.0903,17.0077,2.74,13.0,0.319,1.93,0.216,0.128,0.058,0.567,0.496,condominium,,,yes,yes,no,yes,no,2900
125b817756e53390b4c1c0367d53c96c,gdansk,blockOfFlats,41.7,2.0,4.0,4.0,1972.0,54.41759,18.59196,8.6,13.0,0.175,0.594,0.128,0.147,0.413,1.311,0.142,condominium,,,no,no,,no,no,599000
4c57d2493fc8dc24b4d5f43cfaf08ea4,szczecin,,65.6,3.0,6.0,8.0,1980.0,53.4230495,14.4471272,7.54,0.0,1.046,3.027,1.23,0.961,1.102,,1.436,cooperative,concreteSlab,,no,yes,yes,no,no,460000
c7aaafa2a1aff0af9cde504cf3bee885,poznan,blockOfFlats,63.5,4.0,1.0,4.0,1979.0,52.44692474,16.94326115,4.37,10.0,0.462,0.854,0.303,0.205,0.355,3.722,0.191,condominium,concreteSlab,premium,yes,yes,no,no,yes,759000
9dfa64cda1c21b8d156a59268c03be04,warszawa,,112.0,4.0,3.0,5.0,1997.0,52.2402555,21.0000517,0.98,56.0,0.149,0.347,0.395,0.09,0.244,0.423,0.215,condominium,brick,,yes,yes,yes,no,no,6000
7eecf6006ff058f50304af6a96cf5243,wroclaw,apartmentBuilding,67.5,3.0,2.0,2.0,2007.0,51.077222,16.963333,5.95,11.0,0.203,0.743,0.053,0.097,0.076,3.369,0.105,condominium,brick,premium,no,yes,no,no,yes,749000
dfbd99a16d56cce3580bf269a35b81c9,wroclaw,tenement,81.0,4.0,1.0,4.0,1930.0,51.1214333,17.0350099,1.25,36.0,0.068,0.193,0.291,0.09,0.125,0.326,0.179,condominium,brick,,yes,no,no,no,yes,930000
0e9795c9bae7efbe2afc96c5e1fa5f4b,warszawa,apartmentBuilding,102.7,4.0,7.0,8.0,2012.0,52.18796,20.99394,4.91,26.0,0.386,0.378,0.315,0.32,0.059,0.797,0.339,condominium,brick,,no,no,yes,yes,no,14000
40394f01dac8c4c1a06010b9b797180c,szczecin,,90.0,3.0,3.0,4.0,,53.43465,14.54547,1.62,74.0,0.204,0.261,0.246,0.288,0.089,0.345,0.338,condominium,,,no,no,no,no,yes,485000
0533cf4b6d563d63fdbb3e07436fc314,warszawa,,54.0,3.0,1.0,4.0,1962.0,52.2333751,20.9571835,3.16,16.0,0.324,0.255,0.629,0.236,0.235,1.121,0.259,condominium,,,yes,no,no,yes,no,759900
21984ec2b909e59f22eb37d4250f396e,bydgoszcz,,44.0,2.0,4.0,4.0,,53.12232,17.98931,0.76,14.0,0.167,0.562,0.767,0.16,0.143,0.045,0.062,condominium,,,no,no,no,no,no,393900
68ad629324df493aefb43ebb19a1d6bd,czestochowa,blockOfFlats,73.0,4.0,3.0,4.0,1989.0,50.84800649,19.13337708,3.97,5.0,0.286,0.931,0.192,0.417,0.495,4.789,0.216,cooperative,concreteSlab,low,no,yes,no,no,yes,450000
5e2cb17cd29469d347829ce2a81a776d,warszawa,,63.3,3.0,8.0,10.0,1984.0,52.2409067,20.9113297,6.36,15.0,0.505,0.206,0.353,0.543,0.031,2.048,0.155,cooperative,concreteSlab,,no,no,yes,no,no,800000
d3159c7452c3b8d4100affd1ad92ec03,lublin,blockOfFlats,76.0,4.0,5.0,5.0,2016.0,51.25737923,22.57438659,1.17,20.0,0.222,0.626,0.866,0.199,0.051,0.493,0.202,condominium,brick,premium,no,yes,yes,no,yes,995000
5b9d0232981f8146213e5fc2a675912a,wroclaw,apartmentBuilding,75.0,4.0,2.0,2.0,2017.0,51.0762468,16.9592241,6.24,7.0,0.502,0.999,0.259,0.173,0.354,3.457,0.383,condominium,brick,,no,yes,no,no,no,5200
89f10a431e38b1e22cd3e315aa3f5a02,poznan,blockOfFlats,36.0,2.0,4.0,4.0,1960.0,52.3676,16.9103,4.8,19.0,0.094,1.075,0.476,0.149,0.253,0.169,0.134,condominium,brick,low,yes,no,no,no,yes,340000
363327118b11ba8983c82ce383f9356d,warszawa,blockOfFlats,37.2,2.0,12.0,12.0,1971.0,52.23138,20.9941,0.65,65.0,0.334,0.168,0.161,0.31,0.081,1.05,0.053,condominium,concreteSlab,,no,no,yes,no,yes,2600
8a80820bad4da19b919c8dc41a7d92c1,warszawa,,38.0,2.0,10.0,13.0,,52.22776,20.95626,3.25,12.0,0.177,0.169,0.637,0.126,0.172,0.746,0.158,condominium,,,no,yes,no,no,no,4000
f9025a4354b4fcbe6310e6c009b98af9,gdynia,blockOfFlats,57.71,3.0,1.0,1.0,2020.0,54.57012,18.48319,6.56,0.0,3.892,4.592,3.76,3.757,4.05,4.029,4.016,condominium,,,no,yes,no,yes,no,638000
2ac311946b0ccbc74ae47b102b5e100c,radom,,55.0,2.0,2.0,3.0,,51.4027236,21.1471333,0.33,48.0,0.046,0.336,0.074,0.569,0.118,0.271,0.235,condominium,brick,,no,no,no,no,no,437200
bfc6c2635ab953bb064e7516a182109c,krakow,tenement,58.0,2.0,,3.0,1919.0,50.0442,19.9611,2.03,22.0,0.19,0.508,0.044,0.461,0.152,1.298,0.244,condominium,brick,,yes,no,no,no,yes,680000
5fff58325a26d046ee38dfefb3120b96,wroclaw,blockOfFlats,38.0,2.0,4.0,4.0,,51.0986,17.103,5.29,7.0,0.316,2.703,0.384,0.313,0.303,2.244,0.339,condominium,,,yes,yes,no,no,no,499000
873f5fd29aad0951f58dc495342014ad,krakow,blockOfFlats,54.49,2.0,10.0,11.0,2014.0,50.0365,20.0155,5.89,0.0,1.282,2.083,1.48,1.217,0.648,0.737,1.208,condominium,,,no,yes,yes,yes,no,699000
73a716d4a75db2a35362e85c5bed7723,warszawa,blockOfFlats,100.0,3.0,2.0,2.0,2004.0,52.1854364,21.07079406,6.89,6.0,0.248,1.814,0.57,0.476,0.404,4.081,0.686,condominium,,,yes,yes,yes,no,no,2250000
3fda6b648f7d3d7f56eea9d93e7958d8,warszawa,blockOfFlats,40.0,2.0,,3.0,1998.0,52.2867959,21.082973,8.17,3.0,0.527,2.061,0.137,0.444,0.386,0.616,0.565,condominium,brick,premium,yes,yes,no,no,no,630000
6a6fd8554802f1454c822c1e751e3b8c,warszawa,blockOfFlats,53.0,2.0,2.0,8.0,2016.0,52.2513548835293,21.0455828106019,3.6,42.0,0.107,0.493,0.414,0.309,0.317,0.108,0.256,condominium,brick,,yes,yes,yes,yes,no,3000
ae41c927f3340146d71c2c68532612b1,warszawa,blockOfFlats,52.0,2.0,1.0,3.0,2008.0,52.36172,21.03928,14.66,5.0,0.462,,1.092,0.151,0.102,,0.399,condominium,brick,,no,yes,yes,yes,no,650000
eee8ecfc303773e5e20ffe19d30957fa,gdansk,,50.0,2.0,3.0,5.0,,54.355,18.6456,0.85,45.0,0.365,0.117,0.156,0.527,0.109,0.205,0.033,condominium,,,no,yes,yes,no,no,3300
7a407c94de75368f71df1d203934ee99,katowice,apartmentBuilding,76.0,3.0,,4.0,2008.0,50.1987369989421,18.9825841474394,7.23,0.0,2.909,3.129,3.624,2.94,2.959,,3.059,condominium,brick,,no,yes,no,no,yes,3600
200e8ff0672b436401f5603131b4fa9c,lublin,apartmentBuilding,73.3,3.0,5.0,6.0,2010.0,51.2338484,22.51911123,3.72,13.0,0.392,0.893,0.377,0.166,0.449,0.828,0.383,condominium,brick,premium,yes,no,yes,no,no,747000
945e0f0c288b9010e5f50d5f3fd9e909,gdynia,tenement,36.96,2.0,1.0,5.0,1960.0,54.517,18.54018,0.45,68.0,0.534,0.665,0.299,0.165,0.069,0.318,0.122,condominium,brick,,no,no,yes,no,no,515000
d1369eb076eb1f1b2c0c3d099589655a,warszawa,apartmentBuilding,68.18,3.0,5.0,5.0,2001.0,52.1337052,21.0629756,11.63,44.0,0.131,0.326,0.069,0.162,0.074,0.882,0.09,condominium,brick,premium,yes,yes,yes,no,no,1280000
0d0c2563fc11c30943e1ba1dc0f400d8,poznan,,46.88,2.0,13.0,13.0,2023.0,52.3954777,16.8626279,5.14,14.0,0.254,0.054,0.923,0.778,0.072,1.751,0.054,condominium,,,no,no,yes,no,no,499000
d991dd1a8b852d94ca1d406a02fe4ca9,rzeszow,blockOfFlats,32.0,1.0,1.0,2.0,1960.0,50.0240495,21.9825917,2.21,19.0,0.216,0.295,0.316,0.223,0.25,0.434,0.195,condominium,brick,premium,no,no,no,no,no,389000
2d0aeb2d56d3388043ac834f11ec332d,gdansk,blockOfFlats,39.35,2.0,1.0,5.0,2023.0,54.30355,18.61374,5.74,1.0,1.322,3.7,1.417,1.072,1.221,2.825,0.157,condominium,brick,,no,yes,yes,no,no,384000
ea6640686a946a179c4d4894778725f7,warszawa,apartmentBuilding,112.29,5.0,1.0,3.0,2023.0,52.23626,20.9186,5.81,8.0,0.501,0.415,0.377,0.47,0.49,1.823,0.454,condominium,brick,,no,yes,yes,yes,no,2049000
b2544f557dbe32867ac4dfd883ea338e,warszawa,blockOfFlats,106.0,4.0,1.0,2.0,1996.0,52.177792,21.03375491,6.34,4.0,0.517,0.542,0.814,0.552,0.284,2.621,0.58,condominium,,,yes,yes,yes,no,no,1600000
c16e439be316eed476a991d51ec5cced,radom,,29.0,1.0,3.0,4.0,2014.0,51.4053217,21.128493,1.0,12.0,0.468,0.033,0.052,0.59,0.097,0.631,0.064,condominium,,,no,no,,no,no,1300
9edd349953dd0d7f7484acd3dca2b2a3,poznan,blockOfFlats,35.22,2.0,,4.0,2023.0,52.446,16.8962,5.01,6.0,0.723,0.579,0.364,0.301,0.288,1.803,0.325,condominium,,,yes,yes,yes,no,no,469000
3fa46460ff6816691885547d478cdc87,warszawa,blockOfFlats,56.6,3.0,4.0,4.0,1974.0,52.2243229,21.0697966,4.59,16.0,0.18,1.169,0.178,0.276,0.156,0.548,0.157,cooperative,concreteSlab,,no,yes,no,no,yes,820000
93c5b9e1fa823e06755d61ee020d4316,warszawa,apartmentBuilding,50.0,2.0,2.0,3.0,2008.0,52.14964,21.03906,9.44,20.0,0.171,0.455,0.483,0.2,0.186,0.487,0.043,condominium,brick,premium,yes,yes,yes,no,no,3500
2d4b5a8fa0156f466dd389d13317834b,warszawa,,38.0,2.0,2.0,2.0,,52.2296756,21.0122287,0.63,113.0,0.243,0.131,0.26,0.274,0.059,0.229,0.142,condominium,brick,,no,no,yes,yes,no,2700
89da249c9abfe157663f09a3fcf950d1,krakow,apartmentBuilding,30.0,1.0,,10.0,2017.0,50.0499251,19.9479633,0.9,128.0,0.043,0.508,0.378,0.553,0.006,0.676,0.352,condominium,brick,,yes,no,yes,no,no,2750
a1380d223f3c9b361fdda3acf32171cb,krakow,blockOfFlats,42.0,2.0,1.0,3.0,1990.0,50.0563528,19.9556282,1.23,22.0,0.111,0.132,0.274,0.162,0.177,0.158,0.228,condominium,,,no,yes,no,no,no,1990
f9c12b659db4d0379a4aeecf499e75a0,krakow,blockOfFlats,56.0,3.0,,10.0,,50.0871163,20.0305437,7.46,15.0,0.27,0.968,0.352,0.352,0.212,1.173,0.353,cooperative,,low,no,no,yes,no,yes,640000
327174b50819afc15159026a83504959,wroclaw,,49.66,2.0,3.0,3.0,2005.0,51.05212,17.06248,6.9,6.0,1.508,2.73,0.452,0.117,0.385,3.137,0.231,condominium,,,yes,yes,no,no,no,2700
d74b7fbf0c45ac27e38a7beb60cadafe,szczecin,tenement,73.0,3.0,1.0,3.0,1935.0,53.4279257,14.5404657,1.45,53.0,0.041,0.555,0.232,0.266,0.128,0.259,0.149,condominium,brick,premium,no,no,no,no,yes,629000
10b2d51caa41d047a098077dcdf41c7e,warszawa,apartmentBuilding,54.0,2.0,9.0,9.0,2014.0,52.235372,21.001665,0.43,62.0,0.087,0.191,0.579,0.078,0.01,0.696,0.191,condominium,brick,premium,yes,no,yes,no,no,9900
296b006b19b79253a250b15f27a7a209,poznan,blockOfFlats,29.41,2.0,5.0,5.0,1915.0,52.3877,16.91387,2.69,13.0,0.379,0.236,0.133,0.364,0.509,0.764,0.174,condominium,brick,,no,no,no,no,no,440000
350ddc2471b0ee1c49fbe0fb7fe06d3b,gdansk,,74.14,4.0,1.0,3.0,1939.0,54.35203,18.64664,0.58,90.0,0.562,0.359,0.217,0.401,0.055,0.463,0.065,condominium,,,no,yes,no,no,yes,950000
f73019b83f3b5f6de2338959400b0da7,krakow,,53.44,2.0,3.0,4.0,1999.0,50.0314311,19.91915287,2.99,15.0,0.338,0.335,0.098,0.504,0.219,1.401,0.337,condominium,,,yes,yes,no,no,yes,2900
36604e49f870ee7c6674593a5b4802f0,czestochowa,,44.14,2.0,4.0,4.0,,50.8231394,19.1126248,1.67,15.0,0.214,1.64,0.33,0.511,0.248,1.665,0.282,cooperative,brick,,no,yes,no,no,no,309000
98173f8c37e12af4c7d10609d888e62d,warszawa,blockOfFlats,61.0,3.0,,7.0,2016.0,52.2050513,20.9153957,6.7,8.0,0.426,1.9,0.198,0.193,0.201,3.084,0.104,condominium,,premium,yes,no,yes,no,no,884500
0d48479e6afe6d9ae3489af277765b71,warszawa,,71.0,3.0,2.0,3.0,2021.0,52.1513,21.00122,8.94,1.0,0.873,1.069,0.589,0.576,0.339,2.761,1.078,condominium,,,yes,yes,no,no,no,1278000
83cd2f70ee5d90fe3055c8dd19f04380,krakow,blockOfFlats,42.0,2.0,1.0,11.0,2015.0,50.0163919,20.0008638,6.21,13.0,0.288,0.447,0.19,0.359,0.689,2.349,0.249,condominium,,premium,yes,yes,yes,no,no,2200
e8bb9146bbb044fdd14c3efc171a5c06,katowice,,83.56,3.0,2.0,4.0,2021.0,50.2272314,18.9847873,4.34,4.0,0.414,0.354,0.909,0.446,0.519,3.198,0.516,condominium,,,no,yes,no,no,no,900000
6b50e51d82e62559689f10dcb77cb2f1,katowice,tenement,62.0,3.0,3.0,3.0,,50.253169628607,19.01611658831,0.73,33.0,0.282,0.335,0.414,0.306,0.098,0.339,0.097,condominium,brick,premium,no,yes,no,no,no,700000
987bd9207faf8b532807cc8805dc7a5a,warszawa,apartmentBuilding,118.0,5.0,5.0,7.0,2000.0,52.1946784,21.0219722,4.3,28.0,0.113,0.458,0.552,0.111,0.148,1.299,0.238,condominium,brick,,no,no,yes,no,no,6000
2ef3796cdd5de5c9714d02f4e0fa9255,krakow,,90.0,4.0,,,,50.0646501,19.9449799,1.14,94.0,0.217,0.403,0.102,0.623,0.042,0.484,0.055,condominium,,,no,no,,no,no,599000
b97f325e0f9711db9dc40af041454d98,krakow,blockOfFlats,47.8,3.0,7.0,7.0,1976.0,50.06932587,19.90868297,2.64,24.0,0.098,0.431,0.28,0.226,0.117,0.635,0.336,cooperative,concreteSlab,premium,yes,yes,yes,no,yes,1250000
411d59888036932771401a66fc638f88,lublin,blockOfFlats,35.0,2.0,2.0,4.0,1968.0,51.2447,22.5888,1.5,12.0,0.12,1.471,0.145,0.282,0.714,0.694,0.194,condominium,concreteSlab,premium,no,no,no,no,yes,289000
51fba3c1ca9ba95e4215bf50480a978b,warszawa,apartmentBuilding,55.4,2.0,6.0,17.0,2008.0,52.2415110963922,20.9773117423074,2.09,30.0,0.277,0.338,0.094,0.028,0.216,0.992,0.231,condominium,brick,premium,yes,yes,yes,yes,no,3300
2804bccc98836535d0999a06e52e6b41,gdansk,blockOfFlats,30.0,1.0,2.0,4.0,1970.0,54.41472,18.58823,8.44,22.0,0.198,0.73,0.272,0.133,0.223,1.089,0.258,condominium,concreteSlab,,no,no,no,no,yes,387000
a822a68437038cd0996bc8cd26b1cdf0,warszawa,,50.0,2.0,5.0,6.0,,52.19522,20.90811,7.67,10.0,0.599,2.703,0.359,0.163,0.366,4.25,0.477,condominium,,,no,yes,no,no,no,4389
2e14a07db08dcacba44fefe8b561c6c6,krakow,blockOfFlats,48.0,2.0,4.0,4.0,1999.0,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,,low,no,yes,no,no,no,690000
636a5a4ce15b29ac64c84efcd66589c2,wroclaw,blockOfFlats,46.0,2.0,4.0,5.0,2010.0,51.0954,16.9864,3.47,16.0,0.157,1.854,0.353,0.263,0.078,1.717,0.371,condominium,,,no,yes,yes,yes,no,2600
a7ae52bba297c9a8422c5e2ecb30fc3f,czestochowa,blockOfFlats,40.0,2.0,2.0,2.0,,50.8092054,19.1137746,1.15,39.0,0.234,0.326,0.05,0.648,0.025,0.788,0.295,condominium,,,no,yes,no,no,no,2300
05aa0b6331b8f033e44a547e2158b7be,warszawa,blockOfFlats,50.0,2.0,3.0,3.0,2007.0,52.1977603,20.9220468,6.72,6.0,0.502,1.873,0.83,0.373,0.378,3.513,0.321,condominium,,,no,no,yes,no,yes,670000
2b6443a121ab40ef93fe580f3ae27dac,lublin,blockOfFlats,54.0,2.0,2.0,3.0,2006.0,51.2323,22.50063,4.98,5.0,0.484,1.543,0.49,0.39,0.226,0.877,0.484,condominium,brick,,no,yes,no,yes,yes,540000
030752d63a69565baf9dd3a638779662,szczecin,tenement,69.15,3.0,2.0,3.0,1922.0,53.4395,14.554,1.85,25.0,0.112,0.161,0.262,0.063,0.244,0.91,0.171,condominium,brick,low,no,yes,no,no,yes,399000
785ff7633c4ce16495d6ccc90ace6fbc,warszawa,apartmentBuilding,62.0,3.0,1.0,2.0,2021.0,52.2017434,20.9199605,6.6,11.0,0.307,1.779,0.365,0.113,0.315,3.195,0.406,condominium,brick,,yes,yes,yes,no,no,5000
c348724bd9d90d97de4856cd40751cfa,warszawa,apartmentBuilding,57.56,3.0,,3.0,2019.0,52.2738,21.082,7.1,8.0,1.126,2.238,1.332,0.326,0.123,1.021,0.152,condominium,brick,,yes,yes,yes,yes,yes,1040000
06238919a63ed3505b3ecf02db3b963a,lodz,,37.0,2.0,3.0,4.0,1975.0,51.74327,19.49975,5.26,13.0,0.146,1.49,0.609,0.255,0.3,2.629,0.232,condominium,,,no,no,no,no,yes,229000
99b7d040b6e24965ce87509219ef5382,warszawa,tenement,44.0,2.0,,5.0,1933.0,52.2296756,21.0122287,0.63,113.0,0.243,0.131,0.26,0.274,0.059,0.229,0.142,condominium,brick,low,yes,no,yes,no,no,3900
d670562011af16deb557af5b39caa1c3,warszawa,apartmentBuilding,53.0,2.0,6.0,9.0,2013.0,52.23504,20.98441,1.36,63.0,0.216,0.386,0.603,0.109,0.035,1.021,0.08,condominium,brick,,no,no,yes,yes,no,5700
857665078343089e6f99801f45819a7d,warszawa,blockOfFlats,65.0,3.0,2.0,5.0,1994.0,52.20687205,21.05343181,4.38,7.0,0.336,0.79,0.046,0.36,0.174,2.558,0.398,condominium,,,yes,yes,no,no,yes,4685
26a4074bd9aded893735fe930fbc702d,krakow,tenement,60.0,3.0,4.0,4.0,1930.0,50.0614979,19.9276239,1.04,62.0,0.121,0.268,0.41,0.361,0.014,0.493,0.047,condominium,brick,,no,no,,no,no,1300000
c8e1a24e11053043b199e6cb95530f0e,warszawa,blockOfFlats,57.7,3.0,2.0,2.0,1992.0,52.2751793,20.9302273,6.95,22.0,0.099,0.471,0.514,0.064,0.387,0.676,0.152,cooperative,,,no,yes,no,no,yes,745000
1cf4e6401e73c74f5359f598739fd779,gdansk,blockOfFlats,45.0,2.0,2.0,3.0,2002.0,54.34366,18.592355,4.07,0.0,0.528,0.834,0.844,0.893,0.868,3.833,0.979,condominium,,premium,no,yes,no,no,no,463000
7a0ce4e0494ecac0b170ebe8f05849df,warszawa,apartmentBuilding,40.11,2.0,1.0,4.0,2015.0,52.1685052,21.0683331,8.3,17.0,0.495,1.018,0.441,0.421,0.07,2.27,0.335,condominium,brick,premium,yes,yes,yes,no,no,870000
0de5bfa5a2af1effc4e605f39ce6b65d,gdansk,apartmentBuilding,41.5,2.0,1.0,2.0,2023.0,54.34072,18.81887,10.7,0.0,,,,,,,,condominium,brick,,no,yes,no,no,no,1037500
d87e88fa3348924e5564347c80858b35,bydgoszcz,apartmentBuilding,40.5,2.0,4.0,6.0,2023.0,53.1398539,18.0257721,2.59,17.0,0.143,0.326,0.182,0.333,0.168,1.516,0.166,condominium,brick,premium,yes,yes,yes,no,yes,2000
cee7b2fd7a07430941a51d3f22100c9b,warszawa,apartmentBuilding,46.0,2.0,3.0,4.0,2023.0,52.2763906870203,20.9663561328645,5.58,14.0,0.169,0.641,0.329,0.233,0.301,0.638,0.306,condominium,brick,premium,yes,yes,yes,yes,yes,5000
118b8ac35e6895c078181958a6daf745,krakow,blockOfFlats,49.0,2.0,2.0,8.0,1999.0,50.0986953,20.0079111,6.92,8.0,0.092,1.098,0.256,0.183,0.309,0.754,0.265,condominium,,premium,no,yes,yes,no,yes,2600
b62b779ce5756d17f8201396b0b338d1,warszawa,apartmentBuilding,38.55,2.0,5.0,5.0,2001.0,52.24060885,21.09827462,6.53,33.0,0.401,0.068,0.331,0.163,0.167,0.772,0.165,condominium,concreteSlab,low,yes,yes,yes,no,no,649000
b014820c6da49f9292c8a286c48eeba2,warszawa,apartmentBuilding,43.0,2.0,6.0,8.0,2023.0,52.1830023,20.9933414,5.46,15.0,0.537,0.265,0.845,0.279,0.044,1.231,0.162,condominium,brick,premium,yes,yes,yes,no,no,4700
814650147ce1897de8e61fac03f35043,warszawa,apartmentBuilding,86.6,3.0,1.0,8.0,,52.1875601,21.0532349,5.96,14.0,0.262,0.65,0.302,0.288,0.244,3.43,0.257,condominium,brick,premium,yes,yes,yes,no,no,5300
df75790c09164ab6c68e2432f3f92c34,warszawa,apartmentBuilding,50.0,2.0,4.0,5.0,2016.0,52.15588,21.02057,8.51,12.0,0.344,0.598,0.432,0.265,0.1,1.795,0.09,condominium,brick,,yes,no,yes,yes,no,950000
88a6ae1b7b19b75ed3e77cdf553f433f,poznan,tenement,98.9,5.0,1.0,4.0,1920.0,52.4029998,16.903429,2.25,23.0,0.116,0.573,0.339,0.779,0.139,1.1,0.326,condominium,brick,low,no,yes,no,no,yes,849000
